"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"2555 Leavenworth St 94109","Russian Hill","otc alterations permit","remove & dispose illegal wall in garage","apartments","apartments",1999-01-28,"37.80468945014388","-122.4187080380819"
"1025 Lombard St 94109","Russian Hill","additions alterations or repairs","legalize ground floor unit as required by dahi","apartments","apartments",1984-07-26,"37.801895218635934","-122.41845369251259"
"1547 Alabama St 94110","Bernal Heights","additions alterations or repairs","1st flr. conbert existing illegal unit to laundryrm & storagerm. 2nd flr. establish legality of exis","1 family dwelling","apartments",2002-05-23,"37.747642063451025","-122.41025603955174"
"2427 Divisadero St 94115","Pacific Heights","additions alterations or repairs","comply w/item 9 of physical insp.(3r-3093)rmve illegal unit & convert to storage","apartments","2 family dwelling",2002-05-09,"37.79198464523215","-122.44161395440985"
"2170 Vallejo St 94123","Marina","additions alterations or repairs","legalize existing rear parking - 2 unenclosed parking spaces","apartments","apartments",1988-11-09,"37.79577717354307","-122.43302353833569"
"2170 Vallejo St 94123","Marina","additions alterations or repairs","legalize (e) rear parking plan","apartments","apartments",1989-06-29,"37.79577717354307","-122.43302353833569"
"64 Cypress St 94110","Mission","otc alterations permit","compliance with complaint #200006467 to remove illegal kitchen and addition of new extra interior","apartments","apartments",2002-05-31,"37.751290470126435","-122.41694949557038"
"1001 California St 94108","Nob Hill","additions alterations or repairs","application to legalize (e) nonconforming structure unit 8","apartments","apartments",1991-03-07,"37.79160553254836","-122.41102551566422"
"426 Arkansas St 94107","Potrero Hill","otc alterations permit","remove bsmnt level  wet bar and bthrm/remove illegal unit per app #200012218465","apartments","apartments",2002-06-11,"37.76076784783341","-122.3986100211674"
"234 Myrtle St 94109","Western Addition","additions alterations or repairs","legalize commercial uses per code 179","apartments","office",1990-04-12,"37.78521731693751","-122.42215783949499"
"225 Dolores St 94103","Mission","otc alterations permit","document current 1/f configuration no change to other floors remove illegal unit","apartments","apartments",2002-07-03,"37.76581730632226","-122.42611747684238"
"2235 Beach St 94123","Marina","otc alterations permit","legalize(e)kitch/replace kitch ountertop/drop in stove/case","apartments","apartments",1998-01-12,"37.803131645796","-122.44585238417213"
"1880 Green St 94123","Marina","additions alterations or repairs","legalize 3rd dwelling unit","2 family dwelling","apartments",1983-02-14,"37.79705401889015","-122.43008568369733"
"49 Ramona Av 94103","Mission","otc alterations permit","legalize (e) rms at ground fl.","apartments","apartments",2002-07-23,"37.76725048134659","-122.42506968177219"
"610 San Bruno Av 94107","Potrero Hill","otc alterations permit","illegal unit to be removed at garage level per plan. to comply with n.o.v200123990","apartments","2 family dwelling",2002-07-10,"37.76170740950984","-122.40542319446948"
"118 27th St 94110","Noe Valley","additions alterations or repairs","legalize new wall heater.","apartments","apartments",1984-11-28,"37.74740320380639","-122.42297213906852"
"500 Hyde St 94109","Tenderloin","additions alterations or repairs","legalize two units in basement","apartments","apartments",1985-06-03,"37.78562397670944","-122.41607623686672"
"200 Central Av 94117","Haight Ashbury","additions alterations or repairs","legalize current unit count of 8 apartments instead of 10 units on record. comply nov 200119318.","apartments","apartments",2002-08-01,"37.77160951779489","-122.44371113868486"
"202 Central Av 94117","Haight Ashbury","additions alterations or repairs","legalize current unit count of 8 apartments instead of 10 units on record. comply nov 200119318.","apartments","apartments",2002-08-01,"37.77160951779489","-122.44371113868486"
"200 Central Av 94117","Haight Ashbury","additions alterations or repairs","legalize current unit count of 8 apartments instead of 10 units on record. comply nov 200119318.","apartments","apartments",2002-08-01,"37.77160951779489","-122.44371113868486"
"1390 Page St 94117","Haight Ashbury","additions alterations or repairs","legalize current unit count of 8 apartments instead of 10 units on record. comply nov 200119318.","apartments","apartments",2002-08-01,"37.77160951779489","-122.44371113868486"
"1628 Vallejo St 94123","Marina","additions alterations or repairs","legalize an existing greenhouse window in a lightwell","apartments","apartments",1986-03-25,"37.79675515672583","-122.42489633952486"
"2024 15th St 94114","Castro/Upper Market","otc alterations permit","remove illegal unit from garage area/remove non-bearing walls/remove kchn & bth/cap all utlty sourc","apartments","apartments",2002-08-08,"37.76632249944486","-122.42937083493601"
"850 Greenwich St 94133","Russian Hill","additions alterations or repairs","bring bldg into code, legalize apts","retail sales","apartments",1987-06-03,"37.801937270905064","-122.41381004222117"
"275 Burnett Av 94131","Castro/Upper Market","additions alterations or repairs","legalize room, new patio slider & landing, new window","apartments","apartments",1987-10-28,"37.75675628536319","-122.44570113066048"
"1777 Pine St 94109","Western Addition","additions alterations or repairs","code according to inspection report & legalize 4th floor","apartments","apartments",1984-09-14,"37.78880251201005","-122.42484685724648"
"1325 Hyde St 94109","Russian Hill","additions alterations or repairs","remove illegal built wall at south property line","apartments","apartments",1988-08-08,"37.79315576496689","-122.41819072227068"
"10 Capra Wy 94123","Marina","otc alterations permit","abate notice of viol #200227545 remove illegal apt unit on basement revert illegal kitchen living rm","apartments","apartments",2002-09-03,"37.80295669704827","-122.43917491261854"
"832 Vallejo St 94133","Chinatown","additions alterations or repairs","legalize existing dwelling unit at ground floor level","apartments","apartments",1989-04-27,"37.79857312283603","-122.4111343893732"
"737 Pine St 94108","Nob Hill","additions alterations or repairs","remove illegal apt.l plumbing & elect. repair entrance doors","apartments","apartments",1989-09-07,"37.790941423289354","-122.40785712941165"
"770 California St 94108","Chinatown","otc alterations permit","install non-bearing partitions in unit a, separating kitchen from rest of apt,unit legalized under..","apartments","apartments",2002-09-09,"37.79260946651769","-122.4071459865185"
"1216 Montgomery St 94111","North Beach","additions alterations or repairs","legalize conversion from 12 units to 11 units","apartments","apartments",1989-11-08,"37.80047355165526","-122.40404462726192"
"2307 Van Ness Av 94123","Marina","additions alterations or repairs","legalize 1st and 2nd floor for commercial use","apartments","office",1989-12-20,"37.79695310589979","-122.42404360588989"
"1111 Green St 94109","Russian Hill","additions alterations or repairs","remove three illegal units","apartments","apartments",1990-06-18,"37.79806221881763","-122.41761366992586"
"1580 Guerrero St 94110","Noe Valley","additions alterations or repairs","remove illegal car port","apartments","apartments",1991-01-09,"37.74589520725108","-122.42260689076146"
"815 Ashbury St 94117","Haight Ashbury","additions alterations or repairs","remvoe (e) counter & partition walls in illegal basement","apartments","apartments",1991-04-01,"37.766842051949425","-122.4465996059387"
"62 Beaumont Av NA",NA,"otc alterations permit","legalize n.o.v200227972. 1st flr @ remove all kitchen fixture & plug at plumbing system.open fl. at","apartments","2 family dwelling",2002-09-26,NA,NA
"64 Beaumont Av NA",NA,"otc alterations permit","legalize n.o.v200227972. 1st flr @ remove all kitchen fixture & plug at plumbing system.open fl. at","apartments","2 family dwelling",2002-09-26,NA,NA
"1524 Union St 94123","Marina","additions alterations or repairs","proposed legalized (e) acupuncture office per inspector","apartments","apartments",1991-11-15,"37.79875118045375","-122.42471314515902"
"65 Collingwood St 94114","Castro/Upper Market","additions alterations or repairs","legalize existing basement bathroom 3-r report","apartments","apartments",1992-01-28,"37.76143573570399","-122.4358545794796"
"1141 Montgomery St 94133","North Beach","additions alterations or repairs","legalizd (e) bathrm in basemt legalize storage rm in basmt","apartments","apartments",1992-09-08,"37.799743679925285","-122.40441708371105"
"1077 Treat Av 94110","Mission","otc alterations permit","renewal of 200202159399 remove illegal unit","apartments","apartments",2002-10-11,"37.753027872224074","-122.41271563632993"
"574 21st Av 94121","Outer Richmond","otc alterations permit","remove non bearing wall/bath includes utilities to source (remove illegal unit)","apartments","apartments",2002-10-16,"37.77699531822944","-122.4798804949487"
"2939 Clement St 94121","Outer Richmond","otc alterations permit","to renew app#2001/09/24/9035. legalize extng 1st fl study,exercise & bathroom.comply w/ his nov#2001","apartments","apartments",2002-10-23,"37.7814907595459","-122.49091236671848"
"3256 21st St 94110","Mission","otc alterations permit","remove illegal unit at gr flr garage lvl, 16 legal units,rmv kitchn, cap utilities,rmv shwr,lvng rm","apartments","apartments",2002-02-05,"37.75716112118237","-122.42022163018432"
"1090 Page St 94117","Haight Ashbury","otc alterations permit","legalize fireplace in unit 4","apartments","apartments",1996-04-03,"37.77226420479878","-122.43870289815062"
"852 Filbert St 94133","Russian Hill","additions alterations or repairs","convert spback to orig stor room,legalize bath,remove illeg","apartments","apartments",1997-04-03,"37.80110287660716","-122.41361559189356"
"1854 Filbert St 94123","Marina","additions alterations or repairs","application to legalize, insp reqrd;viol #9202008","apartments","apartments",1997-04-02,"37.79894954104609","-122.43006224185399"
"1580 Washington St 94109","Russian Hill","otc alterations permit","legalize rooms at basement by removing shove and cap gasline","apartments","apartments",2002-11-27,"37.79363933510874","-122.41923011058988"
"1225 Potrero Av 94110","Mission","additions alterations or repairs","removal illegal units in garage area","apartments","apartments",1998-10-05,"37.7525859806928","-122.40595049322842"
"2140 Pacific Av 94115","Pacific Heights","additions alterations or repairs","remove illegal unit in norm garage as per notice of violatio","apartments","apartments",1999-06-24,"37.79415354566644","-122.43056248329931"
"3680 17th St 94114","Castro/Upper Market","otc alterations permit","to legalize the kitchen remodel work in #3 on 3rd flr per complaint#200113927.note other violation i","apartments","apartments",2002-12-09,"37.763096990491846","-122.42805747146377"
"2100 Bay St 94123","Marina","otc alterations permit","revises 200211201856legalize storage units","apartments","apartments",2002-12-18,"37.802177569218344","-122.44187080775347"
