"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"82 Jersey St 94114","Noe Valley","additions alterations or repairs","legalize grd level studio unit pfr codes. comply no.o.v#200226633. relocate furnace and water heater","2 family dwelling","2 family dwelling",2002-04-15,"37.75116633514619","-122.42693493655777"
"1009 De Haro St 94107","Potrero Hill","additions alterations or repairs","demolish storage room at rear of building to correct illegal construction","2 family dwelling","2 family dwelling",2002-04-18,"37.757006666798645","-122.40054037073263"
"1037 Kansas St 94107","Potrero Hill","otc alterations permit","to comply with n.o.v. #20011333/addlegalize rear access to the bldg","2 family dwelling","2 family dwelling",2001-06-28,"37.75654769847418","-122.40244061559007"
"827 24th Av 94121","Outer Richmond","otc alterations permit","legalize (e)bedrms & add a bath in 1st flr for upper unit #1 use only","2 family dwelling","2 family dwelling",2002-04-25,"37.77391536376218","-122.48354310641841"
"477 Burnett Av 94131","Twin Peaks","additions alterations or repairs","legalize (e) 3 dwelling unit on g/fl","2 family dwelling","apartments",2002-05-01,"37.753316070023715","-122.44410948460909"
"670 11th Av 94118","Inner Richmond","additions alterations or repairs","legalize bedrm @groundfl,remove illegal kitchen/restore to original use, staircase","2 family dwelling","2 family dwelling",2002-05-02,"37.77570110174893","-122.46893706749763"
"747 02nd Av 94118","Inner Richmond","additions alterations or repairs","remove illegal first floor unit, remove kitchen & tub at bathroom","2 family dwelling","2 family dwelling",2002-05-03,"37.77484277973986","-122.45986530599566"
"2425 Divisadero St 94115","Pacific Heights","additions alterations or repairs","comply w/item 9 of physical insp.(3r-3093)rmve illegal unit & convert to storage","apartments","2 family dwelling",2002-05-09,"37.79198464523215","-122.44161395440985"
"629 Bacon St 94134","Portola","additions alterations or repairs","remove illegal storage at back of the house","2 family dwelling","2 family dwelling",2002-05-10,"37.72599737589063","-122.40900029617387"
"2950 Baker St 94123","Marina","otc alterations permit","dismanel illegal unit at ground floor.","apartments","2 family dwelling",2002-05-09,"37.79837803605454","-122.44566344213584"
"2153 Beach St 94123","Marina","additions alterations or repairs","repair (e) deck & install property line walls & footing to establish legal deck. legalize existing d","2 family dwelling","2 family dwelling",2002-05-21,"37.803305521269316","-122.44448612349488"
"2155 Beach St 94123","Marina","additions alterations or repairs","repair (e) deck & install property line walls & footing to establish legal deck. legalize existing d","2 family dwelling","2 family dwelling",2002-05-21,"37.803305521269316","-122.44448612349488"
"611 Connecticut St 94107","Potrero Hill","additions alterations or repairs","remove illegal kitchen @ lower floor","2 family dwelling","2 family dwelling",2002-05-24,"37.75853755789731","-122.39679953142598"
"127 Ellert St 94110","Bernal Heights","otc alterations permit","removal of illegal addition on property connect to 129 1/2 ellert street","2 family dwelling","2 family dwelling",2002-05-24,"37.738573842757646","-122.41713495074205"
"2427 Divisadero St 94115","Pacific Heights","additions alterations or repairs","comply w/item 9 of physical insp.(3r-3093)rmve illegal unit & convert to storage","apartments","2 family dwelling",2002-05-09,"37.79198464523215","-122.44161395440985"
"1642 Palou Av 94124","Bayview Hunters Point","additions alterations or repairs","replace and enlarge windows, enlarge doorway, legalize 2nd unit in building","1 family dwelling","2 family dwelling",2002-06-04,"37.734689273064106","-122.39162498803644"
"677 San Jose Av 94110","Bernal Heights","additions alterations or repairs","abate n.o.v#200226118 & ad stairway to connect garage level w/1st flr. legalize bathrm & family rm a","2 family dwelling","2 family dwelling",2002-06-21,"37.7445899520312","-122.42210780501651"
"134 Haight St NA",NA,"additions alterations or repairs","rev. to appl#200012278675 enlarge penthouse, to correct violation (illegal roof access)","2 family dwelling","2 family dwelling",2002-06-21,NA,NA
"1659 10th Av 94122","Inner Sunset","otc alterations permit","remove illegal kitchen & partition wall @ grd flr.add wet bar & storage room @ g/f see pre#8912631","2 family dwelling","2 family dwelling",2002-06-25,"37.757285542480076","-122.46724395735029"
"392 15th Av 94118","Outer Richmond","otc alterations permit","to add a family room/bedroom at bth and legalize extg bdrm for upper unit use only","2 family dwelling","2 family dwelling",2001-09-22,"37.78086132002728","-122.47374324864671"
"1880 Green St 94123","Marina","additions alterations or repairs","legalize 3rd dwelling unit","2 family dwelling","apartments",1983-02-14,"37.79705401889015","-122.43008568369733"
"2915 23rd St 94110","Mission","otc alterations permit","remove illegal ground floor unit. expand existing 325 sqf. garage into a 611 sqt garage to add one t","2 family dwelling","2 family dwelling",2002-07-23,"37.75408510938042","-122.41060189875815"
"610 San Bruno Av 94107","Potrero Hill","otc alterations permit","illegal unit to be removed at garage level per plan. to comply with n.o.v200123990","apartments","2 family dwelling",2002-07-10,"37.76170740950984","-122.40542319446948"
"475 20th Av 94121","Outer Richmond","additions alterations or repairs","comply with 3r 3538 . legalize full bath on ground floor.","2 family dwelling","2 family dwelling",2002-07-29,"37.778881792004896","-122.47960176733562"
"477 20th Av 94121","Outer Richmond","additions alterations or repairs","comply with 3r 3538 . legalize full bath on ground floor.","2 family dwelling","2 family dwelling",2002-07-29,"37.778881792004896","-122.47960176733562"
"576 40th Av 94121","Outer Richmond","otc alterations permit","remodel (e) rooms & remove illegal kitchen to become laundry.","2 family dwelling","2 family dwelling",2002-07-29,"37.77793013658486","-122.5003726122178"
"55 Capra Wy 94123","Marina","additions alterations or repairs","convert illegal basement apt. into family room","2 family dwelling","2 family dwelling",1984-08-09,"37.80259329890396","-122.4394355629363"
"2081 15th St 94114","Castro/Upper Market","otc alterations permit","n.o.v#200010597 legalize rooms in basement by connecting to unit above by using spiral staircase","2 family dwelling","2 family dwelling",2002-07-31,"37.76580764711774","-122.43039603800229"
"2083 15th St 94114","Castro/Upper Market","otc alterations permit","n.o.v#200010597 legalize rooms in basement by connecting to unit above by using spiral staircase","2 family dwelling","2 family dwelling",2002-07-31,"37.76580764711774","-122.43039603800229"
"420 32nd Av 94121","Outer Richmond","additions alterations or repairs","to legalize 2nd unit by providing 1 additional prk. space","1 family dwelling","2 family dwelling",1984-11-30,"37.781266742466926","-122.49201607571209"
"423 Edinburg St 94112","Excelsior","otc alterations permit","legalize work w/o permit to comply w/ compalint 200121281","2 family dwelling","1 family dwelling",2002-08-07,"37.7222754304645","-122.43087568059813"
"290 Precita Av 94110","Bernal Heights","additions alterations or repairs","remove 2 windows replace w/doors & 2 windows w/sliding doors, illegal stairs replace with new, add 2","2 family dwelling","2 family dwelling",2002-08-09,"37.747055067980966","-122.41399150944558"
"2469 Bryant St 94110","Mission","otc alterations permit","remove illegal unit on (e) g/fl. to comply nov#h9400977, remove (e)stove/cabinet/counter/sink","2 family dwelling","2 family dwelling",2002-08-14,"37.754894586363896","-122.4090061080521"
"2471 Bryant St 94110","Mission","otc alterations permit","remove illegal unit on (e) g/fl. to comply nov#h9400977, remove (e)stove/cabinet/counter/sink","2 family dwelling","2 family dwelling",2002-08-14,"37.754894586363896","-122.4090061080521"
"522 23rd Av 94121","Outer Richmond","otc alterations permit","correct nov, to legalize (e) storage rooms & a 1/2 bath at the rear of (e) bsmt","2 family dwelling","2 family dwelling",2001-11-15,"37.77778874289888","-122.48209000953646"
"2918 Gough St 94123","Marina","additions alterations or repairs","n.o.v#200231735. file to legalize existing illegal unit intake of variance appt on sept 17,2002","2 family dwelling","2 family dwelling",2002-08-29,"37.80029931017514","-122.42741057861343"
"401 Arkansas St 94107","Potrero Hill","otc alterations permit","remove illegal apartment in basement, convert area to storage, remove shower on bath","2 family dwelling","2 family dwelling",2002-08-30,"37.761075600695634","-122.39805836662009"
"403 Arkansas St 94107","Potrero Hill","otc alterations permit","remove illegal apartment in basement, convert area to storage, remove shower on bath","2 family dwelling","2 family dwelling",2002-08-30,"37.761075600695634","-122.39805836662009"
"2072 Ellis St 94115","Western Addition","otc alterations permit","fire escape,stair construction/general maintenance,comply w/nov 9103964 legalize unit h9601023","1 family dwelling","2 family dwelling",2002-09-03,"37.781611562478545","-122.44037050250138"
"715 Brazil Av 94112","Excelsior","additions alterations or repairs","remove exist grd flr unit & legalize as storages per violation#200232574 legalize all partitions & r","2 family dwelling","2 family dwelling",2002-09-17,"37.722068628358016","-122.42877727810803"
"72 Coleridge St 94110","Bernal Heights","additions alterations or repairs","comply with n.o.v200233127. remove illegal basement unit convert space to storage","2 family dwelling","2 family dwelling",2002-09-24,"37.74470239401952","-122.41932868041103"
"62 Beaumont Av NA",NA,"otc alterations permit","legalize n.o.v200227972. 1st flr @ remove all kitchen fixture & plug at plumbing system.open fl. at","apartments","2 family dwelling",2002-09-26,NA,NA
"64 Beaumont Av NA",NA,"otc alterations permit","legalize n.o.v200227972. 1st flr @ remove all kitchen fixture & plug at plumbing system.open fl. at","apartments","2 family dwelling",2002-09-26,NA,NA
"566 17th Av 94118","Outer Richmond","otc alterations permit","illegally constructed deck was removed under#200209267580 to comply w/no.200117740","2 family dwelling","2 family dwelling",2002-09-30,"37.77732723177621","-122.47560897873525"
"3030 Webster St 94123","Marina","additions alterations or repairs","legalize rear porch enclosure per variance#20021055","2 family dwelling","2 family dwelling",2002-10-22,"37.79881285617214","-122.43390084111056"
"55 Delmar St 94117","Haight Ashbury","otc alterations permit","remove (e) kitchen on g/f legalize bathroom & create storage room on g/f","2 family dwelling","2 family dwelling",2002-10-24,"37.768103892294896","-122.44591463755309"
"313 04th Av 94118","Inner Richmond","additions alterations or repairs","legalize two dwelling units at the rear cottage and rectify bldg records.","storage shed","2 family dwelling",2002-10-24,"37.78254445173665","-122.46257352424051"
"353 Lexington St 94110","Mission","additions alterations or repairs","legalize (e)kitchen @353 lexington.excavate rear yard to extend 355 lexington & garage level to be","2 family dwelling","2 family dwelling",2002-10-29,"37.757672839141776","-122.4202081790867"
"355 Lexington St 94110","Mission","additions alterations or repairs","legalize (e)kitchen @353 lexington.excavate rear yard to extend 355 lexington & garage level to be","2 family dwelling","2 family dwelling",2002-10-29,"37.757672839141776","-122.4202081790867"
"283 10th Av 94118","Inner Richmond","otc alterations permit","comply w/nov 200113887;restore legal use & legalize occupancy interior remodel;convert basement flr","2 family dwelling","2 family dwelling",2002-11-25,"37.783154050017096","-122.46906019591661"
